"aspectId","aspectName","aspectDescription","relationType","memberAspects","dataType","scoreMethod","choice","score","criteria","depth","level","parentAspectId"
"Q1084","GI.SAP11.36","36. In practice, when necessary, an agency or entity monitoring the financing of political parties independently initiates investigations.","self","","SingleChoice","raw","0","0.0","The agency or entity rarely investigates on its own, is uncooperative with other agencies, or the agency or entity is partisan in its application of this power.","45","4","C334"
"Q1085","GI.SAP11.37","37. In practice, when necessary, an agency or entity monitoring the financing of political parties imposes penalties on offenders.","self","","SingleChoice","raw","100","100.0","When rules violations are discovered, the agency or entity is aggressive in penalizing offenders or cooperates well with other agencies that impose penalties.","46","4","C334"
"Q1085","GI.SAP11.37","37. In practice, when necessary, an agency or entity monitoring the financing of political parties imposes penalties on offenders.","self","","SingleChoice","raw","75","75.0",,"46","4","C334"
"Q1085","GI.SAP11.37","37. In practice, when necessary, an agency or entity monitoring the financing of political parties imposes penalties on offenders.","self","","SingleChoice","raw","50","50.0","The agency or entity enforces rules, but is limited in its effectiveness. The agency or entity may be slow to act, unwilling to take on politically powerful offenders, reluctant to cooperate with other agencies, or occasionally unable to enforce its judgments.","46","4","C334"
"Q1085","GI.SAP11.37","37. In practice, when necessary, an agency or entity monitoring the financing of political parties imposes penalties on offenders.","self","","SingleChoice","raw","25","25.0",,"46","4","C334"
"Q1085","GI.SAP11.37","37. In practice, when necessary, an agency or entity monitoring the financing of political parties imposes penalties on offenders.","self","","SingleChoice","raw","0","0.0","The agency or entity does not effectively penalize offenders. The agency or entity may make judgments but not enforce them, or may fail to make reasonable judgments against offenders. The agency or entity may be partisan in its application of power and may refuse cooperation with other agencies.","46","4","C334"
"Q1086","GI.SAP11.38","38. In practice, contributions to political parties are audited.","self","","SingleChoice","raw","100","100.0","Political party finances are regularly audited using generally accepted auditing practices. The auditing may be regular and comprehensive or only initiated after an initial review reveals irregularities. Auditing includes the auditing of nominally independent financial organizations that act as financial extensions of the party.","47","4","C334"
"Q1086","GI.SAP11.38","38. In practice, contributions to political parties are audited.","self","","SingleChoice","raw","75","75.0",,"47","4","C334"
"Q1086","GI.SAP11.38","38. In practice, contributions to political parties are audited.","self","","SingleChoice","raw","50","50.0","Political party finances are audited, but audits are limited in some way, such as using inadequate auditing standards, or the presence of exceptions to disclosed contributions. Contributions to the political party may be sufficiently audited, but the auditing of nominally independent extensions of the party may not be.","47","4","C334"
"Q1086","GI.SAP11.38","38. In practice, contributions to political parties are audited.","self","","SingleChoice","raw","25","25.0",,"47","4","C334"
"Q1086","GI.SAP11.38","38. In practice, contributions to political parties are audited.","self","","SingleChoice","raw","0","0.0","Political party finances are not audited, or the audits performed have no value in tracking contributions.  Audits may be performed by entities known to be partisan or biased in their practices.","47","4","C334"
